Opponent/Game	Category	Start	Click	End	XY	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
Korea	Shot Canada	10:25	10:30	10:35	Scrimmage 2 April 29 2026	Cassandra	2	Opponent Save	3.5	Player 15
Korea	Shot Opponent	10:31	10:36	10:46	Scrimmage 2 April 29 2026	Player 19	3	Canada Save	2	Cassandra
Korea	Shot Canada	10:41	10:46	10:53	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	3	Player 15
Korea	Shot Opponent	10:49	10:54	11:03	Scrimmage 2 April 29 2026	Player 1	4	Canada Save	2	Cassandra
Korea	Shot Canada	11:02	11:07	11:20	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	2.5	Player 19
Korea	Shot Opponent	11:16	11:21	11:27	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	11:22	11:27	11:32	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	11:28	11:33	11:45	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4	Elena
Korea	Shot Canada	11:40	11:45	11:50	Scrimmage 2 April 29 2026	Elena	3	Opponent Save	1	Player 19
Korea	Shot Opponent	11:46	11:51	11:58	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	11:53	11:58	12:07	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	3.5	Player 15
Korea	Shot Opponent	12:03	12:08	12:14	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	12:09	12:14	12:21	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	12:17	12:22	12:31	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	12:27	12:32	12:41	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	12:37	12:42	12:47	Scrimmage 2 April 29 2026					
Korea	Shot Canada	12:40	12:45	12:53	Scrimmage 2 April 29 2026	Cassandra	2	Opponent Save	1.5	Player 19
Korea	Shot Opponent	12:52	12:57	13:06	Scrimmage 2 April 29 2026	Player 19	2	Canada Save	3.5	Elena
Korea	Shot Canada	13:02	13:07	13:13	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	4.5	Player 1
Korea	Shot Opponent	13:09	13:14	13:23	Scrimmage 2 April 29 2026	Player 1	4	Canada Ball Control Save	2.5	Cassandra
Korea	Shot Canada	13:19	13:24	13:29	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	3	Player 15
Korea	Shot Opponent	13:24	13:29	13:40	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	4.5	Florinda
Korea	Shot Opponent	13:50	13:55	14:02	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4.5	Florinda
Korea	Shot Canada	13:58	14:03	14:09	Scrimmage 2 April 29 2026	Florinda	5	Canada Out	6	
Korea	Shot Opponent	14:15	14:20	14:31	Scrimmage 2 April 29 2026	Player 19	5	Canada Ball Control Save	2.5	Cassandra
Korea	Shot Canada	14:26	14:31	14:37	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	4.5	Player 1
Korea	Shot Opponent	14:33	14:38	14:43	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	14:39	14:44	14:51	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	3	Player 15
Korea	Shot Opponent	14:46	14:51	15:00	Scrimmage 2 April 29 2026	Player 1	4	Opponent Out	0	
Korea	Shot Canada	14:58	15:03	15:12	Scrimmage 2 April 29 2026	Florinda	1	Canada Out	6	
Korea	T-END	15:14	15:14	15:14	Scrimmage 2 April 29 2026					
Korea	@@@P2	18:01	18:01	18:01	Scrimmage 2 April 29 2026					
Korea	T-START	18:01	18:01	18:01	Scrimmage 2 April 29 2026					
Korea	Shot Opponent	18:02	18:07	18:14	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	1	Amy
Korea	Shot Canada	18:10	18:15	18:32	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	4	Player 15
Korea	Shot Opponent	18:27	18:32	18:37	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	1	Amy
Korea	Shot Canada	18:33	18:38	18:50	Scrimmage 2 April 29 2026	Emma	1	Opponent Save	4	Player 15
Korea	Shot Opponent	18:46	18:51	18:57	Scrimmage 2 April 29 2026	Player 12	2	Canada Save	4	Emma
Korea	Shot Canada	18:52	18:57	19:07	Scrimmage 2 April 29 2026	Meghan	3	Canada Out	6	
Korea	Shot Opponent	19:04	19:09	19:23	Scrimmage 2 April 29 2026	Player 6	5	Canada Save	2	Amy
Korea	Shot Canada	19:19	19:24	19:29	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	3	Player 15
Korea	Shot Opponent	19:23	19:28	19:38	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	5	Emma
Korea	Shot Canada	19:34	19:39	19:46	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	2.5	Player 15
Korea	Shot Opponent	19:42	19:47	19:57	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	4.5	Emma
Korea	Shot Canada	19:53	19:58	20:07	Scrimmage 2 April 29 2026	Amy	3	Opponent Save	1.5	Player 12
Korea	Shot Opponent	20:03	20:08	20:14	Scrimmage 2 April 29 2026	Player 12	1	Canada Save	4.5	Emma
Korea	Shot Canada	20:10	20:15	20:25	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	5	Player 6
Korea	Shot Opponent	20:20	20:25	20:31	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	2	Meghan
Korea	Shot Canada	20:27	20:32	20:42	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	4	Player 6
Korea	Shot Opponent	20:38	20:43	20:57	Scrimmage 2 April 29 2026	Player 12	2	Goal Opponent	5	Emma
Korea	Shot Canada	20:53	20:58	21:06	Scrimmage 2 April 29 2026	Amy	3	Opponent Save	1.5	Player 12
Korea	Shot Opponent	21:01	21:06	21:15	Scrimmage 2 April 29 2026	Player 12	1	Opponent Out	6	
Korea	Shot Canada	21:11	21:16	21:23	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	3	Player 15
Korea	Shot Opponent	21:19	21:24	21:34	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	4	Emma
Korea	Shot Canada	21:30	21:35	21:41	Scrimmage 2 April 29 2026	Amy	4	Opponent Save	3	Player 15
Korea	Shot Opponent	21:37	21:42	21:52	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	4	Emma
Korea	Shot Canada	21:47	21:52	21:59	Scrimmage 2 April 29 2026	Meghan	3	Opponent Save	3	Player 15
Korea	Shot Opponent	21:56	22:01	22:09	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	1.5	Amy
Korea	Shot Canada	22:04	22:09	22:32	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	4	Player 6
Korea	Shot Opponent	22:27	22:32	22:42	Scrimmage 2 April 29 2026	Player 12	1	Canada Ball Control Save	2	Amy
Korea	Shot Canada	22:37	22:42	22:48	Scrimmage 2 April 29 2026	Amy	4	Opponent Save	3	Player 15
Korea	Shot Opponent	22:44	22:49	22:57	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	5	Emma
Korea	Shot Canada	22:58	23:03	23:13	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	4.5	Player 6
Korea	Shot Opponent	23:09	23:14	23:20	Scrimmage 2 April 29 2026	Player 6	5	Canada Save	4.5	Emma
Korea	Shot Canada	23:15	23:20	23:30	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	2	Player 15
Korea	Shot Opponent	23:26	23:31	23:39	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	1	Amy
Korea	Shot Canada	23:34	23:39	23:49	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	3	Player 15
Korea	Shot Opponent	23:46	23:51	24:00	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	1.5	Amy
Korea	Shot Canada	23:56	24:01	24:09	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	4	Player 6
Korea	Shot Opponent	24:05	24:10	24:16	Scrimmage 2 April 29 2026	Player 12	4	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	24:11	24:16	24:25	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	1.5	Player 12
Korea	Shot Opponent	24:20	24:25	24:36	Scrimmage 2 April 29 2026	Player 12	1	Canada Save	2.5	Meghan
Korea	Shot Canada	24:31	24:36	24:43	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	1.5	Player 6
Korea	Shot Opponent	24:38	24:43	24:54	Scrimmage 2 April 29 2026	Player 6	5	Canada Save	1.5	Amy
Korea	Shot Canada	24:49	24:54	25:07	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	2.5	Player 15
Korea	Shot Opponent	25:03	25:08	25:13	Scrimmage 2 April 29 2026	Player 12	2	Canada Save	4.5	Emma
Korea	Shot Canada	25:09	25:14	25:25	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	2	Player 15
Korea	Shot Opponent	25:21	25:26	25:31	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	1	Amy
Korea	Shot Canada	25:25	25:30	25:46	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	1.5	Player 12
Korea	Shot Opponent	25:42	25:47	25:53	Scrimmage 2 April 29 2026	Player 12	1	Canada Save	2	Meghan
Korea	Shot Canada	25:48	25:53	26:03	Scrimmage 2 April 29 2026	Meghan	3	Opponent Save	5	Player 6
Korea	Shot Opponent	26:02	26:07	26:18	Scrimmage 2 April 29 2026	Player 6	3	Canada Ball Control Save	1.5	Amy
Korea	Shot Canada	26:14	26:19	26:29	Scrimmage 2 April 29 2026	Amy	4	Opponent Save	2.5	Player 12
Korea	Shot Opponent	26:25	26:30	26:35	Scrimmage 2 April 29 2026	Player 12	1	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	26:30	26:35	26:42	Scrimmage 2 April 29 2026	Emma	2	Opponent Save	3	Player 15
Korea	Shot Opponent	26:38	26:43	26:51	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	26:47	26:52	27:04	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	4	Player 6
Korea	Shot Opponent	27:03	27:08	27:14	Scrimmage 2 April 29 2026	Player 15	3	Canada Ball Control Save	1	Amy
Korea	Shot Canada	27:10	27:15	27:24	Scrimmage 2 April 29 2026	Emma	1	Opponent Save	4	Player 6
Korea	Shot Opponent	27:21	27:26	27:31	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	27:25	27:30	27:39	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	2	Player 12
Korea	Shot Opponent	27:34	27:39	27:45	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	4	Emma
Korea	Shot Canada	27:41	27:46	27:54	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	2	Player 15
Korea	Shot Opponent	27:50	27:55	28:00	Scrimmage 2 April 29 2026	Player 15	3	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	27:53	27:58	28:09	Scrimmage 2 April 29 2026	Amy	4	Opponent Save	1.5	Player 12
Korea	Shot Opponent	28:05	28:10	28:15	Scrimmage 2 April 29 2026	Player 12	1	Canada Ball Control Save	5	Emma
Korea	Shot Canada	28:09	28:14	28:21	Scrimmage 2 April 29 2026	Emma	2	Opponent Save	4	Player 6
Korea	Shot Opponent	28:17	28:22	28:27	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	1	Amy
Korea	Shot Canada	28:22	28:27	28:36	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	4	Player 6
Korea	Shot Opponent	28:32	28:37	28:46	Scrimmage 2 April 29 2026	Player 12	2	Canada Save	2	Amy
Korea	Shot Canada	28:41	28:46	29:00	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	4	Player 6
Korea	Shot Opponent	28:56	29:01	29:09	Scrimmage 2 April 29 2026	Player 6	5	Canada Save	4	Emma
Korea	Shot Canada	29:04	29:09	29:18	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	4	Player 6
Korea	Shot Opponent	29:14	29:19	29:26	Scrimmage 2 April 29 2026	Player 12	2	Canada Save	4	Emma
Korea	Shot Canada	29:22	29:27	29:33	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	2.5	Player 15
Korea	Shot Opponent	29:29	29:34	29:42	Scrimmage 2 April 29 2026	Player 12	1	Canada Ball Control Save	5	Emma
Korea	Shot Canada	29:38	29:43	29:51	Scrimmage 2 April 29 2026	Amy	5	Opponent Save	1.5	Player 12
Korea	Shot Opponent	29:47	29:52	30:02	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	3.5	Meghan
Korea	Shot Canada	29:57	30:02	30:13	Scrimmage 2 April 29 2026	Emma	3	Opponent Save	3.5	Player 15
Korea	Shot Opponent	30:09	30:14	30:28	Scrimmage 2 April 29 2026	Player 6	5	Opponent Out	0	
Korea	Shot Canada	30:24	30:29	30:39	Scrimmage 2 April 29 2026	Amy	2	Canada Out	0	
Korea	Shot Opponent	30:38	30:43	30:49	Scrimmage 2 April 29 2026	Player 12	1	Canada Save	4	Emma
Korea	Shot Canada	30:45	30:50	30:56	Scrimmage 2 April 29 2026	Amy	4	Opponent Save	1.5	Player 12
Korea	Shot Opponent	30:52	30:57	31:02	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	30:57	31:02	31:09	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	2.5	Player 15
Korea	Shot Opponent	31:04	31:09	31:15	Scrimmage 2 April 29 2026	Player 15	3	Canada Ball Control Save	2	Amy
Korea	Shot Canada	31:10	31:15	31:22	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	1.5	Player 12
Korea	Shot Opponent	31:18	31:23	31:28	Scrimmage 2 April 29 2026	Player 12	2	Canada Save	3	Meghan
Korea	Shot Canada	31:21	31:26	31:34	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	3	Player 15
Korea	Shot Opponent	31:30	31:35	31:42	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	1.5	Amy
Korea	Shot Canada	31:38	31:43	31:52	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	2	Player 12
Korea	Shot Opponent	31:48	31:53	31:58	Scrimmage 2 April 29 2026					
Korea	Shot Canada	31:54	31:59	32:07	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	3.5	Player 15
Korea	Shot Opponent	32:07	32:12	32:22	Scrimmage 2 April 29 2026	Player 6	3	Canada Ball Control Save	2	Amy
Korea	Shot Canada	32:17	32:22	32:27	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	3	Player 15
Korea	Shot Opponent	32:21	32:26	32:31	Scrimmage 2 April 29 2026	Player 15	3	Canada Ball Control Save	2.5	Meghan
Korea	Shot Canada	32:26	32:31	32:39	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	2	Player 12
Korea	Shot Opponent	32:35	32:40	32:45	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	3.5	Meghan
Korea	Shot Canada	32:40	32:45	32:58	Scrimmage 2 April 29 2026	Emma	4	Goal Canada	4	Player 15
Korea	Shot Opponent	32:56	33:01	33:10	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	2	Amy
Korea	T-END	37:10	37:10	37:10	Scrimmage 2 April 29 2026					
Korea	@@@P3	38:45	38:45	38:45	Scrimmage 2 April 29 2026					
Korea	T-START	38:45	38:45	38:45	Scrimmage 2 April 29 2026					
Korea	Shot Canada	38:50	38:55	39:07	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	2.5	Player 15
Korea	Shot Opponent	39:03	39:08	39:15	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	39:11	39:16	39:23	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	5	Player 6
Korea	Shot Opponent	39:18	39:23	39:30	Scrimmage 2 April 29 2026	Player 6	5	Canada Save	3	Elena
Korea	Shot Canada	39:26	39:31	39:39	Scrimmage 2 April 29 2026	Cassandra	2	Opponent Save	1.5	Player 12
Korea	Shot Opponent	39:34	39:39	39:49	Scrimmage 2 April 29 2026	Player 12	1	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	39:44	39:49	39:55	Scrimmage 2 April 29 2026	Florinda	4	Canada Out	6	
Korea	Shot Opponent	39:56	40:01	40:19	Scrimmage 2 April 29 2026	Player 6	4	Goal Opponent	2	Cassandra
Korea	Shot Canada	40:14	40:19	40:26	Scrimmage 2 April 29 2026	Elena	3	Opponent Save	1.5	Player 12
Korea	Shot Opponent	40:21	40:26	40:38	Scrimmage 2 April 29 2026	Player 12	2	Goal Opponent	2.5	Elena
Korea	Shot Canada	40:33	40:38	40:47	Scrimmage 2 April 29 2026	Cassandra	2	Opponent Save	1.5	Player 12
Korea	Shot Opponent	40:43	40:48	41:17	Scrimmage 2 April 29 2026	Player 6	3	Canada Ball Control Save	2	Cassandra
Korea	Shot Canada	41:12	41:17	41:25	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	1	Player 19
Korea	Shot Opponent	41:20	41:25	41:30	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	5	Florinda
Korea	Shot Canada	41:25	41:30	41:46	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	1	Player 19
Korea	Shot Opponent	41:42	41:47	41:54	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	5	Florinda
Korea	Shot Canada	41:49	41:54	42:02	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	1.5	Player 19
Korea	Shot Opponent	41:58	42:03	42:14	Scrimmage 2 April 29 2026	Player 19	1	Goal Opponent	5	Florinda
Korea	Shot Canada	42:12	42:17	42:28	Scrimmage 2 April 29 2026	Florinda	4	Canada Out	6	
Korea	Shot Opponent	42:27	42:32	42:43	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	3	Elena
Korea	Shot Canada	42:39	42:44	42:52	Scrimmage 2 April 29 2026	Elena	3	Opponent Save	1	Player 19
Korea	Shot Opponent	42:48	42:53	43:03	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	4	Florinda
Korea	Shot Canada	43:00	43:05	43:13	Scrimmage 2 April 29 2026	Florinda	4	Canada Out	6	
Korea	Shot Opponent	43:11	43:16	43:28	Scrimmage 2 April 29 2026	Player 6	5	Long Ball		
Korea	Penalty Shot Canada	43:39	43:44	43:55	Scrimmage 2 April 29 2026	Elena	3	Opponent Save	3	Player 6
Korea	Shot Opponent	43:57	44:02	44:14	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	2	Elena
Korea	Shot Canada	44:09	44:14	44:21	Scrimmage 2 April 29 2026	Elena	2	Opponent Save	2.5	Player 15
Korea	Shot Opponent	44:17	44:22	44:27	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	5	Florinda
Korea	Shot Canada	44:23	44:28	44:40	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3.5	Player 15
Korea	Shot Opponent	44:36	44:41	44:46	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	3	Cassandra
Korea	Shot Canada	44:41	44:46	44:53	Scrimmage 2 April 29 2026	Florinda	4	Canada Out	6	
Korea	Shot Opponent	45:08	45:13	45:26	Scrimmage 2 April 29 2026	Player 19	5	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	45:22	45:27	45:32	Scrimmage 2 April 29 2026					
Korea	Shot Opponent	45:24	45:29	45:34	Scrimmage 2 April 29 2026	Player 19	1	Opponent Out	6	
Korea	Shot Canada	45:29	45:34	45:44	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 1
Korea	Shot Opponent	45:39	45:44	45:55	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	1.5	Elena
Korea	Shot Canada	45:50	45:55	46:06	Scrimmage 2 April 29 2026	Elena	1	Canada Out	0	
Korea	Shot Opponent	46:01	46:06	46:28	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	3.5	Cassandra
Korea	Shot Canada	46:23	46:28	46:37	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	3	Player 1
Korea	Shot Opponent	46:33	46:38	46:43	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	3	Elena
Korea	Shot Canada	46:39	46:44	46:55	Scrimmage 2 April 29 2026	Meghan	1	Opponent Save	5	Player 6
Korea	Shot Opponent	46:50	46:55	47:08	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	4	Emma
Korea	Shot Canada	47:03	47:08	47:16	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	1.5	Player 19
Korea	Shot Opponent	47:11	47:16	47:21	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	3	Elena
Korea	Shot Canada	47:17	47:22	47:35	Scrimmage 2 April 29 2026	Meghan	1	Opponent Save	4.5	Player 6
Korea	Shot Opponent	47:31	47:36	47:43	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	4	Emma
Korea	Shot Canada	47:38	47:43	47:49	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	1	Player 19
Korea	Shot Opponent	47:46	47:51	48:04	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	4	Emma
Korea	Shot Canada	48:00	48:05	48:10	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	3	Player 1
Korea	Shot Opponent	48:05	48:10	48:17	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	5	Emma
Korea	Shot Canada	48:12	48:17	48:24	Scrimmage 2 April 29 2026	Meghan	1	Opponent Save	3	Player 1
Korea	Shot Opponent	48:19	48:24	48:33	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	4	Emma
Korea	Shot Canada	48:28	48:33	48:44	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	2.5	Player 1
Korea	Shot Opponent	48:46	48:51	48:56	Scrimmage 2 April 29 2026					
Korea	Shot Canada	48:50	48:55	49:07	Scrimmage 2 April 29 2026	Emma	2	Opponent Save	3	Player 1
Korea	Shot Canada	49:03	49:08	49:21	Scrimmage 2 April 29 2026	Meghan	4	Opponent Save	3.5	Player 1
Korea	Shot Opponent	49:16	49:21	49:34	Scrimmage 2 April 29 2026	Player 6	4	Goal Opponent	3	Elena
Korea	Shot Canada	49:37	49:42	49:52	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	1	Player 19
Korea	Shot Opponent	49:48	49:53	50:02	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	4	Emma
Korea	Shot Canada	49:58	50:03	50:11	Scrimmage 2 April 29 2026	Meghan	3	Opponent Save	3.5	Player 1
Korea	Shot Opponent	50:07	50:12	50:20	Scrimmage 2 April 29 2026	Player 6	2	Canada Ball Control Save	2	Elena
Korea	Shot Canada	50:16	50:21	50:26	Scrimmage 2 April 29 2026	Meghan	1	Canada Out	6	
Korea	Shot Opponent	50:28	50:33	50:40	Scrimmage 2 April 29 2026	Player 19	3	Canada Ball Control Save	2.5	Elena
Korea	Shot Canada	50:36	50:41	50:55	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	2	Player 19
Korea	Shot Opponent	50:51	50:56	51:01	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	3	Elena
Korea	Shot Canada	50:54	50:59	51:10	Scrimmage 2 April 29 2026	Meghan	2	Opponent Save	3	Player 1
Korea	Shot Opponent	51:06	51:11	51:16	Scrimmage 2 April 29 2026					
Korea	Shot Canada	51:13	51:18	51:23	Scrimmage 2 April 29 2026	Emma	4	Canada Out	6	
Korea	Shot Opponent	51:27	51:32	51:40	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	1.5	Meghan
Korea	Shot Canada	51:36	51:41	51:47	Scrimmage 2 April 29 2026	Meghan	2	Opponent Save	2.5	Player 1
Korea	Shot Opponent	51:43	51:48	51:55	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	4.5	Emma
Korea	Shot Canada	51:50	51:55	52:05	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	2.5	Player 1
Korea	Shot Opponent	52:00	52:05	52:16	Scrimmage 2 April 29 2026	Player 6	3	Canada Save	5	Emma
Korea	Shot Canada	52:15	52:20	52:33	Scrimmage 2 April 29 2026	Emma	4	Opponent Save	4	Player 6
Korea	Shot Opponent	52:28	52:33	52:38	Scrimmage 2 April 29 2026	Player 1	3	Canada Ball Control Save	4	Emma
Korea	Shot Canada	52:34	52:39	52:48	Scrimmage 2 April 29 2026	Meghan	2	Opponent Save	2.5	Player 1
Korea	Shot Opponent	52:47	52:52	53:01	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	4	Emma
Korea	Shot Canada	53:08	53:13	53:18	Scrimmage 2 April 29 2026	Meghan	3	Opponent Save	3	Player 1
Korea	Shot Opponent	53:13	53:18	53:27	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	4	Florinda
Korea	Shot Canada	53:23	53:28	53:40	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	4	Player 6
Korea	Shot Opponent	53:35	53:40	53:45	Scrimmage 2 April 29 2026	Player 1	3	Canada Ball Control Save	3	Elena
Korea	Shot Canada	53:39	53:44	53:55	Scrimmage 2 April 29 2026	Meghan	1	Opponent Save	4	Player 6
Korea	Shot Opponent	53:50	53:55	54:03	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	5	Florinda
Korea	T-END	54:05	54:05	54:05	Scrimmage 2 April 29 2026					
