Game	Category	Start	Click	End	Tournament	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
Canada vs Korea	@@@P1				Scrimmage G1 2026					
Canada vs Korea	T-START				Scrimmage G1 2026					
Canada vs Korea	Shot Canada	00:00	00:02	00:07	Scrimmage G1 2026	Canada - Amy	1	Goal	5	
Canada vs Korea	Shot Korea	00:05	00:10	00:20	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	00:15	00:20	00:31	Scrimmage G1 2026	Canada - Emma	4	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	00:27	00:32	00:48	Scrimmage G1 2026	Korea - Player 12	2	Goal	2.5	Canada - Elena
Canada vs Korea	Shot Canada	00:44	00:49	00:59	Scrimmage G1 2026	Canada - Amy	2	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	00:54	00:59	01:04	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Korea	01:02	01:07	01:18	Scrimmage G1 2026	Korea - Player 10	5	Save	2.5	Canada - Amy
Canada vs Korea	Shot Canada	01:14	01:19	01:26	Scrimmage G1 2026	Canada - Emma	5	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	01:21	01:26	01:32	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	01:28	01:33	01:43	Scrimmage G1 2026	Canada - Emma	5	Save	2.5	Korea - Player 19
Canada vs Korea	Shot Korea	01:39	01:44	01:49	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	01:44	01:49	02:01	Scrimmage G1 2026	Canada - Amy	2	Goal	4	Korea - Player 10
Canada vs Korea	Shot Korea	01:59	02:04	02:17	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	2.5	Canada - Amy
Canada vs Korea	Shot Canada	02:12	02:17	02:24	Scrimmage G1 2026	Canada - Amy	1	Save	5	Korea - Player 10
Canada vs Korea	Shot Korea	02:19	02:24	02:38	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	02:34	02:39	02:49	Scrimmage G1 2026	Canada - Amy	1	Save	3.5	Korea - Player 19
Canada vs Korea	Shot Korea	02:45	02:50	03:03	Scrimmage G1 2026	Korea - Player 12	4	Goal	2	Canada - Amy
Canada vs Korea	Shot Canada	03:00	03:05	03:18	Scrimmage G1 2026	Canada - Emma	5	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	03:14	03:19	03:30	Scrimmage G1 2026	Korea - Player 12	1	Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	03:25	03:30	03:43	Scrimmage G1 2026	Canada - Emma	4	Save	4.5	Korea - Player 10
Canada vs Korea	Shot Korea	03:38	03:43	03:51	Scrimmage G1 2026	Korea - Player 10	5	Save	2	Canada - Amy
Canada vs Korea	Shot Canada	03:46	03:51	03:58	Scrimmage G1 2026	Canada - Amy	1	Out	6	
Canada vs Korea	Shot Korea	03:54	03:59	04:10	Scrimmage G1 2026	Korea - Player 12	2	Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	04:06	04:11	04:20	Scrimmage G1 2026	Canada - Amy	2	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	04:16	04:21	04:29	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Canada	04:25	04:30	04:44	Scrimmage G1 2026	Canada - Amy	1	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	04:40	04:45	04:51	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	04:47	04:52	04:58	Scrimmage G1 2026	Canada - Emma	5	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	04:54	04:59	05:05	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	5	Canada - Emma
Canada vs Korea	Shot Canada	05:00	05:05	05:12	Scrimmage G1 2026	Canada - Emma	5	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	05:07	05:12	05:42	Scrimmage G1 2026	Korea - Player 10	2	Goal	2.5	Canada - Elena
Canada vs Korea	Shot Canada	05:38	05:43	05:49	Scrimmage G1 2026	Canada - Emma	5	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	05:44	05:49	05:56	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	05:52	05:57	06:03	Scrimmage G1 2026	Canada - Emma	5	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	05:59	06:04	06:21	Scrimmage G1 2026	Korea - Player 10	2	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	06:17	06:22	06:28	Scrimmage G1 2026	Canada - Emma	4	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	06:23	06:28	06:37	Scrimmage G1 2026	Korea - Player 12	4	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	06:33	06:38	06:51	Scrimmage G1 2026	Canada - Cassandra	2	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	06:46	06:51	06:57	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	06:53	06:58	07:03	Scrimmage G1 2026	Canada - Cassandra	1	Out	6	
Canada vs Korea	Shot Korea	06:58	07:03	07:15	Scrimmage G1 2026	Korea - Player 12	5	Ball Control Save	1	Canada - Cassandra
Canada vs Korea	Shot Canada	07:10	07:15	07:21	Scrimmage G1 2026	Canada - Cassandra	1	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	07:16	07:21	07:32	Scrimmage G1 2026	Korea - Player 10	4	Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	07:27	07:32	07:40	Scrimmage G1 2026	Canada - Emma	4	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	07:36	07:41	07:48	Scrimmage G1 2026	Korea - Player 12	2	Out	6	
Canada vs Korea	Shot Canada	07:44	07:49	07:58	Scrimmage G1 2026	Canada - Emma	1	Out	6	
Canada vs Korea	Shot Korea	07:55	08:00	08:18	Scrimmage G1 2026	Korea - Player 10	3	Goal	2.5	Canada - Elena
Canada vs Korea	Shot Canada	08:26	08:31	08:38	Scrimmage G1 2026	Canada - Cassandra	1	Save	4	Korea - Player 10
Canada vs Korea	Shot Korea	08:33	08:38	08:47	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	08:43	08:48	08:54	Scrimmage G1 2026	Canada - Emma	1	Save	5	Korea - Player 10
Canada vs Korea	Shot Korea	08:51	08:56	09:09	Scrimmage G1 2026	Korea - Player 12	1	Save	4.5	Canada - Emma
Canada vs Korea	Shot Korea	09:05	09:10	09:21	Scrimmage G1 2026	Korea - Player 12	1	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	09:17	09:22	09:28	Scrimmage G1 2026	Canada - Emma	4	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	09:23	09:28	09:36	Scrimmage G1 2026	Korea - Player 10	3	Ball Control Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	09:32	09:37	09:45	Scrimmage G1 2026	Canada - Cassandra	1	Save	4	Korea - Player 15
Canada vs Korea	Shot Korea	09:41	09:46	09:51	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	4	Canada - Emma
Canada vs Korea	Shot Canada	09:46	09:51	09:57	Scrimmage G1 2026	Canada - Emma	4	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	09:52	09:57	10:07	Scrimmage G1 2026	Korea - Player 10	4	Save	2.5	Canada - Cassandra
Canada vs Korea	Shot Canada	10:02	10:07	10:14	Scrimmage G1 2026	Canada - Cassandra	1	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	10:09	10:14	10:21	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	5	Canada - Emma
Canada vs Korea	Shot Canada	10:18	10:23	10:32	Scrimmage G1 2026	Canada - Emma	5	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	10:28	10:33	10:43	Scrimmage G1 2026	Korea - Player 12	1	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	10:59	11:04	11:10	Scrimmage G1 2026	Canada - Meghan	3	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	11:06	11:11	11:19	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	11:14	11:19	11:24	Scrimmage G1 2026	Canada - Cassandra	2	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	11:24	11:29	11:36	Scrimmage G1 2026	Korea - Player 12	1	Goal	5	Canada - Florinda
Canada vs Korea	Shot Canada	11:35	11:40	11:50	Scrimmage G1 2026	Canada - Florinda	5	Save	4	Korea - Player 10
Canada vs Korea	Shot Korea	11:45	11:50	11:58	Scrimmage G1 2026	Korea - Player 10	4	Save	2.5	Canada - Meghan
Canada vs Korea	Shot Canada	11:53	11:58	12:06	Scrimmage G1 2026	Canada - Cassandra	2	Save	4	Korea - Player 15
Canada vs Korea	Shot Korea	12:02	12:07	12:15	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	3.5	Canada - Meghan
Canada vs Korea	Shot Canada	12:10	12:15	12:25	Scrimmage G1 2026	Canada - Meghan	3	Save	4.5	Korea - Player 10
Canada vs Korea	Shot Korea	12:21	12:26	12:35	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	12:31	12:36	12:46	Scrimmage G1 2026	Canada - Florinda	4	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	12:42	12:47	12:55	Scrimmage G1 2026	Korea - Player 12	1	Goal	5	
Canada vs Korea	Shot Canada	12:58	13:03	13:12	Scrimmage G1 2026	Canada - Florinda	5	Save	4	Korea - Player 12
Canada vs Korea	Shot Korea	13:07	13:12	13:24	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	3.5	Canada - Meghan
Canada vs Korea	Shot Canada	13:20	13:25	13:30	Scrimmage G1 2026	Canada - Meghan	1	Out	6	
Canada vs Korea	Shot Korea	13:33	13:38	13:47	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	1	Canada - Cassandra
Canada vs Korea	Shot Canada	13:42	13:47	13:54	Scrimmage G1 2026	Canada - Cassandra	1	Save	4	Korea - Player 10
Canada vs Korea	Shot Korea	13:49	13:54	14:04	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Penalty Shot Canada	14:06	14:11	14:24	Scrimmage G1 2026	Canada - Meghan	3	Goal	2.5	Korea - Player 10
Canada vs Korea	Shot Korea	14:29	14:34	14:42	Scrimmage G1 2026	Korea - Player 12	1	Goal	3	Canada - Meghan
Canada vs Korea	Shot Canada	14:46	14:51	15:01	Scrimmage G1 2026	Canada - Meghan	2	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	14:57	15:02	15:09	Scrimmage G1 2026	Korea - Player 10	4	Save	3.5	Canada - Meghan
Canada vs Korea	Shot Canada	15:05	15:10	15:18	Scrimmage G1 2026	Canada - Florinda	4	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	15:14	15:19	15:36	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	4.5	Canada - Florinda
Canada vs Korea	Shot Canada	15:32	15:37	15:43	Scrimmage G1 2026	Canada - Florinda	5	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	15:39	15:44	15:55	Scrimmage G1 2026	Korea - Player 10	4	Save	2.5	Canada - Cassandra
Canada vs Korea	Shot Canada	15:50	15:55	16:12	Scrimmage G1 2026	Canada - Cassandra	2	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Canada	17:00	17:05	17:10	Scrimmage G1 2026	Canada - Amy	1	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	17:06	17:11	17:17	Scrimmage G1 2026	Korea - Player 10	5	Save	2	Canada - Amy
Canada vs Korea	Shot Canada	17:13	17:18	17:27	Scrimmage G1 2026	Canada - Amy	1	Save	4	Korea - Player 10
Canada vs Korea	Shot Korea	17:23	17:28	17:33	Scrimmage G1 2026	Korea - Player 10	5	Out	0	
Canada vs Korea	Penalty Shot Canada	18:01	18:06	18:12	Scrimmage G1 2026	Canada - Amy	3	Goal	1	Korea - Player 15
Canada vs Korea	Shot Korea	18:16	18:21	18:29	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	4	Canada - Meghan
Canada vs Korea	Shot Canada	18:25	18:30	18:38	Scrimmage G1 2026	Canada - Florinda	4	Save	4	Korea - Player 10
Canada vs Korea	Shot Korea	18:34	18:39	18:48	Scrimmage G1 2026	Korea - Player 10	4	Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	18:43	18:48	18:54	Scrimmage G1 2026	Canada - Amy	2	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	18:50	18:55	19:04	Scrimmage G1 2026	Korea - Player 12	1	Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	19:00	19:05	19:11	Scrimmage G1 2026	Canada - Meghan	3	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	19:07	19:12	19:20	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Canada	19:17	19:22	19:35	Scrimmage G1 2026	Canada - Amy	2	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	19:31	19:36	19:44	Scrimmage G1 2026	Korea - Player 12	2	Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	19:40	19:45	19:53	Scrimmage G1 2026	Canada - Amy	2	Goal	2.5	Korea - Player 12
Canada vs Korea	Shot Korea	20:01	20:06	20:12	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	20:07	20:12	20:19	Scrimmage G1 2026	Canada - Amy	1	Save	5	Korea - Player 10
Canada vs Korea	Shot Korea	20:14	20:19	20:24	Scrimmage G1 2026	Korea - Player 10	5	Save	2.5	Canada - Meghan
Canada vs Korea	Shot Canada	20:20	20:25	20:36	Scrimmage G1 2026	Canada - Florinda	4	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	20:32	20:37	20:45	Scrimmage G1 2026	Korea - Player 12	2	Save	4.5	Canada - Florinda
Canada vs Korea	Shot Canada	20:41	20:46	20:58	Scrimmage G1 2026	Canada - Florinda	5	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	20:53	20:58	21:08	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Canada	21:04	21:09	21:20	Scrimmage G1 2026	Canada - Amy	2	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	21:16	21:21	21:30	Scrimmage G1 2026	Korea - Player 12	1	Save	4.5	Canada - Florinda
Canada vs Korea	Shot Canada	21:26	21:31	21:38	Scrimmage G1 2026	Canada - Meghan	3	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	21:34	21:39	21:50	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	21:45	21:50	22:03	Scrimmage G1 2026	Canada - Amy	4	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	22:00	22:05	22:17	Scrimmage G1 2026	Korea - Player 12	5	Ball Control Save	3.5	Canada - Meghan
Canada vs Korea	Shot Canada	22:12	22:17	22:26	Scrimmage G1 2026	Canada - Meghan	4	Save	4.5	Korea - Player 10
Canada vs Korea	Shot Korea	22:22	22:27	22:32	Scrimmage G1 2026	Korea - Player 10	5	Out	0	
Canada vs Korea	T-END				Scrimmage G1 2026					
Canada vs Korea	@@@P2				Scrimmage G1 2026					
Canada vs Korea	T-START				Scrimmage G1 2026					
Canada vs Korea	Shot Korea	28:32	28:37	28:44	Scrimmage G1 2026	Korea - Ahmad	3	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Canada	28:39	28:44	28:53	Scrimmage G1 2026	Canada - Amy	1	Save	5	Korea - Away Player 9
Canada vs Korea	Shot Korea	28:49	28:54	29:07	Scrimmage G1 2026	Korea - Away Player 9	5	Save	2.5	Canada - Amy
Canada vs Korea	Shot Canada	29:02	29:07	29:14	Scrimmage G1 2026	Canada - Meghan	3	Save	3	Korea - Ahmad
Canada vs Korea	Shot Korea	29:10	29:15	29:22	Scrimmage G1 2026	Korea - Away Player 9	2	Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	29:17	29:22	29:30	Scrimmage G1 2026	Canada - Amy	2	Save	4.5	Korea - Away Player 9
Canada vs Korea	Shot Korea	29:25	29:30	29:38	Scrimmage G1 2026	Korea - Away Player 9	4	Ball Control Save	2	Canada - Amy
Canada vs Korea	Shot Canada	29:33	29:38	29:45	Scrimmage G1 2026	Canada - Amy	2	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	29:40	29:45	29:57	Scrimmage G1 2026	Korea - Ahmad	4	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	29:53	29:58	30:09	Scrimmage G1 2026	Canada - Emma	4	Save	1.5	Korea - Ahmad
Canada vs Korea	Shot Korea	30:05	30:10	30:21	Scrimmage G1 2026	Korea - Ahmad	1	Ball Control Save	4	Canada - Emma
Canada vs Korea	Shot Canada	30:17	30:22	30:28	Scrimmage G1 2026	Canada - Amy	4	Save	2.5	Korea - Player 1
Canada vs Korea	Shot Korea	30:23	30:28	30:41	Scrimmage G1 2026	Korea - Ahmad	1	Ball Control Save	2	Canada - Amy
Canada vs Korea	Shot Canada	30:37	30:42	30:47	Scrimmage G1 2026	Canada - Meghan	3	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	30:41	30:46	30:51	Scrimmage G1 2026	Korea - Player 1	3	Ball Control Save	4	Canada - Emma
Canada vs Korea	Shot Canada	30:46	30:51	31:01	Scrimmage G1 2026	Canada - Emma	5	Save	2	Korea - Player 1
Canada vs Korea	Shot Canada	30:57	31:02	31:16	Scrimmage G1 2026	Canada - Amy	4	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	31:11	31:16	31:25	Scrimmage G1 2026	Korea - Away Player 9	5	Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	31:21	31:26	31:38	Scrimmage G1 2026	Canada - Amy	1	Save	4	Korea - Away Player 9
Canada vs Korea	Shot Korea	31:34	31:39	31:46	Scrimmage G1 2026	Korea - Ahmad	2	Save	4	Canada - Meghan
Canada vs Korea	Shot Canada	31:42	31:47	31:56	Scrimmage G1 2026	Canada - Emma	4	Save	4.5	Korea - Away Player 9
Canada vs Korea	Shot Korea	31:51	31:56	32:02	Scrimmage G1 2026	Korea - Away Player 9	5	Ball Control Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	31:58	32:03	32:15	Scrimmage G1 2026	Canada - Meghan	5	Save	2.5	Korea - Player 1
Canada vs Korea	Shot Korea	32:10	32:15	32:24	Scrimmage G1 2026	Korea - Ahmad	1	Save	4.5	Canada - Emma
Canada vs Korea	Shot Canada	32:20	32:25	32:31	Scrimmage G1 2026	Canada - Amy	4	Save	1	Korea - Ahmad
Canada vs Korea	Shot Korea	32:27	32:32	32:37	Scrimmage G1 2026	Korea - Ahmad	4	Ball Control Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	32:30	32:35	32:54	Scrimmage G1 2026	Canada - Emma	4	Save	3	Korea - Player 1
Canada vs Korea	Shot Canada	32:50	32:55	33:10	Scrimmage G1 2026	Canada - Amy	1	Save	2	Korea - Ahmad
Canada vs Korea	Shot Korea	33:06	33:11	33:17	Scrimmage G1 2026	Korea - Ahmad	1	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	33:13	33:18	33:32	Scrimmage G1 2026	Canada - Emma	3	Save	2	Korea - Ahmad
Canada vs Korea	Shot Korea	33:27	33:32	33:44	Scrimmage G1 2026	Korea - Away Player 9	4	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	34:00	34:05	34:11	Scrimmage G1 2026	Canada - Meghan	1	Save	4.5	Korea - Away Player 9
Canada vs Korea	Shot Korea	34:07	34:12	34:18	Scrimmage G1 2026	Korea - Away Player 9	5	Ball Control Save	1.5	Canada - Meghan
Canada vs Korea	Shot Canada	34:14	34:19	34:27	Scrimmage G1 2026	Canada - Meghan	2	Save	5	Korea - Away Player 9
Canada vs Korea	Shot Korea	34:23	34:28	34:43	Scrimmage G1 2026	Korea - Away Player 9	5	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	34:39	34:44	34:50	Scrimmage G1 2026	Canada - Meghan	2	Save	4.5	Korea - Away Player 9
Canada vs Korea	Shot Korea	34:46	34:51	34:59	Scrimmage G1 2026	Korea - Ahmad	2	Save	3	Canada - Cassandra
Canada vs Korea	Shot Canada	34:54	34:59	35:06	Scrimmage G1 2026	Canada - Florinda	5	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	35:01	35:06	35:18	Scrimmage G1 2026	Korea - Player 1	3	Goal	2.5	Canada - Cassandra
Canada vs Korea	Shot Canada	35:20	35:25	35:39	Scrimmage G1 2026	Canada - Meghan	3	Save	4.5	Korea - Away Player 9
Canada vs Korea	Shot Korea	35:34	35:39	35:44	Scrimmage G1 2026	Korea - Away Player 9	4	Ball Control Save	1	Canada - Meghan
Canada vs Korea	Shot Canada	35:39	35:44	35:58	Scrimmage G1 2026	Canada - Meghan	1	Out	6	
Canada vs Korea	Shot Korea	35:54	35:59	36:08	Scrimmage G1 2026	Korea - Away Player 9	5	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	36:04	36:09	36:15	Scrimmage G1 2026	Canada - Florinda	5	Save	2.5	Korea - Player 1
Canada vs Korea	Shot Korea	36:10	36:15	36:26	Scrimmage G1 2026	Korea - Ahmad	1	Goal	5	Canada - Florinda
Canada vs Korea	Shot Canada	36:26	36:31	36:38	Scrimmage G1 2026	Canada - Florinda	5	Save	1	Korea - Ahmad
Canada vs Korea	Shot Korea	36:33	36:38	36:54	Scrimmage G1 2026	Korea - Ahmad	1	Goal	3.5	Canada - Cassandra
Canada vs Korea	Shot Canada	36:54	36:59	37:11	Scrimmage G1 2026	Canada - Meghan	2	Save	4	Korea - Away Player 9
Canada vs Korea	Shot Korea	37:07	37:12	37:20	Scrimmage G1 2026	Korea - Away Player 9	5	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	37:16	37:21	37:30	Scrimmage G1 2026	Canada - Meghan	1	Save	3.5	Korea - Player 1
Canada vs Korea	Shot Korea	37:26	37:31	37:36	Scrimmage G1 2026	Korea - Ahmad	3	Save	3	Canada - Cassandra
Canada vs Korea	Shot Canada	37:31	37:36	37:45	Scrimmage G1 2026	Canada - Florinda	4	Save	4.5	Korea - Away Player 9
Canada vs Korea	Shot Korea	37:41	37:46	37:55	Scrimmage G1 2026	Korea - Away Player 9	5	Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	37:51	37:56	38:03	Scrimmage G1 2026	Canada - Florinda	5	Save	2.5	Korea - Player 1
Canada vs Korea	Shot Korea	37:59	38:04	38:25	Scrimmage G1 2026	Korea - Ahmad	2	Goal	3	Canada - Cassandra
Canada vs Korea	Shot Canada	38:20	38:25	38:35	Scrimmage G1 2026	Canada - Florinda	4	Save	2	Korea - Player 1
Canada vs Korea	Shot Korea	38:31	38:36	38:41	Scrimmage G1 2026					
Canada vs Korea	Shot Canada	38:33	38:38	38:52	Scrimmage G1 2026	Canada - Meghan	5	Save	2	Korea - Ahmad
Canada vs Korea	Shot Korea	38:48	38:53	38:59	Scrimmage G1 2026	Korea - Away Player 9	4	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	38:54	38:59	39:08	Scrimmage G1 2026	Canada - Meghan	1	Save	5	Korea - Away Player 9
Canada vs Korea	Shot Korea	39:04	39:09	39:14	Scrimmage G1 2026	Korea - Away Player 9	5	Out	0	
Canada vs Korea	Shot Canada	39:25	39:30	39:36	Scrimmage G1 2026	Canada - Elena	1	Save	5	Korea - Away Player 9
Canada vs Korea	Shot Korea	39:32	39:37	39:44	Scrimmage G1 2026	Korea - Away Player 9	5	Ball Control Save	1	Canada - Elena
Canada vs Korea	Shot Canada	39:40	39:45	39:54	Scrimmage G1 2026	Canada - Elena	1	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	39:49	39:54	40:09	Scrimmage G1 2026	Korea - Ahmad	2	Goal	3	Canada - Cassandra
Canada vs Korea	Shot Canada	40:05	40:10	40:19	Scrimmage G1 2026	Canada - Florinda	5	Save	2	Korea - Player 1
Canada vs Korea	Shot Korea	40:14	40:19	40:33	Scrimmage G1 2026	Korea - Ahmad	2	Save	2	Canada - Elena
Canada vs Korea	Shot Canada	40:29	40:34	40:41	Scrimmage G1 2026	Canada - Elena	2	Save	4	Korea - Player 1
Canada vs Korea	Shot Korea	40:36	40:41	40:51	Scrimmage G1 2026	Korea - Away Player 9	5	Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	40:46	40:51	40:56	Scrimmage G1 2026	Canada - Florinda	4	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	40:52	40:57	41:03	Scrimmage G1 2026	Korea - Ahmad	4	Ball Control Save	1.5	Canada - Elena
Canada vs Korea	Shot Canada	40:59	41:04	41:12	Scrimmage G1 2026	Canada - Elena	2	Save	3.5	Korea - Player 1
Canada vs Korea	Shot Korea	41:07	41:12	41:19	Scrimmage G1 2026	Korea - Away Player 9	5	Ball Control Save	5	Canada - Florinda
Canada vs Korea	Shot Canada	41:15	41:20	41:27	Scrimmage G1 2026	Canada - Florinda	5	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	41:22	41:27	41:34	Scrimmage G1 2026	Korea - Ahmad	2	Ball Control Save	2	Canada - Elena
Canada vs Korea	Shot Canada	41:30	41:35	41:44	Scrimmage G1 2026	Canada - Elena	1	Save	1.5	Korea - Ahmad
Canada vs Korea	Shot Korea	41:40	41:45	41:50	Scrimmage G1 2026	Korea - Ahmad	3	Ball Control Save	1	Canada - Elena
